Geneid	SRR21709662
56957	1295
105373477	0
11311	1485
51177	8770
81611	1869
23632	14
51107	5641
79630	596
148523	613
54460	3373
9129	1582
23248	1391
80222	1149
102465529	0
1893	3089
100874054	14
54507	278
105371437	4
100422997	0
574406	0
4170	9871
2029	5511
55204	1341
84072	2
1520	70
1513	20200
405	1386
9869	808
29956	8717
8416	239
55793	786
58497	322
149428	19
54964	227
56882	2088
10962	6520
126626	148
10500	247
100534012	0
79626	0
388695	201
79005	11
29765	11
6944	1510
8394	2775
5710	6022
57592	1089
5298	3324
5993	1526
8991	430
5692	7675
23126	1054
57530	25
7286	2483
693139	0
81609	1302
11189	4
284485	22
65005	1236
51686	136
11022	357
339398	0
6097	0
100191040	3
100132111	25
284486	19
117145	749
6281	6268
441908	0
6282	24096
100131107	0
126637	0
7062	6
126638	0
388697	24
2312	340
339400	177
388698	5
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	6
353141	0
353140	0
26239	0
353139	15
199834	0
100129271	0
448834	24
353137	0
353135	6
353134	0
353133	0
353132	0
353131	0
448835	0
4184	2
3713	868
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	0
6283	2
6279	0
338324	0
645922	0
6278	2
6277	48594
6276	12
6275	741
101928034	0
6274	38
6273	161
140576	13312
57402	5
6284	5349
6271	17
26097	2131
23557	1255
3608	5767
100189015	0
4881	0
102466879	0
65123	245
11000	10
343052	0
105371448	0
57459	48
9909	1709
200186	1129
27173	5783
102465441	0
148327	134
10899	4191
5872	6715
6232	9054
91181	7
100847024	0
7170	20649
100126346	0
388701	0
25912	7367
9898	6556
10456	3328
89872	0
57198	7173
3570	385
126669	19
126668	0
55585	2954
100874097	2
1141	6
103	7140
3782	5
10654	2563
57326	6481
90780	1186
101928120	9
6464	22185
1163	826
100423020	11
80308	1500
55891	2
51043	1685
127579	13
149095	0
100505666	22
8751	9976
1945	289
1944	88
1942	68
55974	1929
54344	1434
200185	3360
80128	681
4582	202
693235	1
7059	5921
4580	563
2630	102
2629	131
10712	0
10067	4
1196	0
57657	0
5313	1
2224	11456
284618	6
23623	1472
55870	1603
693140	0
645682	0
645676	23
55154	781
55249	1397
7818	3369
100129405	108
54856	988
23208	3872
6016	1781
22889	1321
677823	1
677771	0
339403	0
9181	3955
102465442	0
105371729	7
6746	7812
56893	2312
28956	1835
57111	0
92312	167
4000	38592
64218	10
9673	1784
11243	233
100527963	0
632	0
79957	18
23381	5884
84283	296
112770	7462
391104	0
7203	12351
128229	43
57127	0
10485	0
407046	0
4209	2127
128239	720
164118	0
128240	3372
54865	1375
101928177	0
60484	2
63827	14
10763	834
1382	1393
81875	1092
51093	416
79590	2503
3068	7748
5546	2759
9047	41
4914	10
3645	4
375033	362
149499	6
9826	2189
768220	1
440695	0
2117	973
360155	0
83416	0
83417	0
115352	0
79368	0
115350	0
922	0
55243	6407
646268	0
912	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
3428	2881
9447	0
100189166	0
57863	0
100131825	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	1301
343413	0
56833	3
284677	59
391123	17
25790	112
100422852	0
8407	42802
57549	8
89886	8
100505633	60
93183	787
3766	0
3765	0
93185	4052
477	8
480	1
844	32
729867	21
8682	73335
50717	3373
5824	2426
4807	20
1314	14544
474338	2
23385	10188
57216	29
114836	0
8832	0
6504	0
962	0
57823	95
4063	0
51744	0
55600	0
101928372	0
142683	0
50848	474
100131187	242
7391	1346
257106	2
81607	4
126823	130
5202	2231
4817	837
9191	688
51506	3494
27005	520
5498	724
8703	2016
9507	100
4720	4229
2207	9
336	0
84134	765
100847090	0
9970	35
654790	0
4359	14
6391	4747
257177	118
100189373	0
100189407	0
100189402	0
100188997	0
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	2
100189380	0
3310	22
100189018	0
100189011	0
100189126	0
2214	0
9103	0
3311	0
100189003	0
2215	0
2213	0
641311	0
84824	125
127943	424
11266	651
102724329	0
22926	3785
25903	357
9722	58
100616386	0
693141	0
284680	0
400793	211
117157	6
127933	5786
6675	6449
4921	8451
51478	561
339512	146
5999	58133
8490	21416
101928404	0
83540	188
100422212	0
5087	995
100505795	0
4009	0
6258	0
400794	0
440699	0
4259	5447
223	3616
440700	0
54499	4863
100147773	8
7371	2047
100500832	0
149297	4
100126349	0
116123	0
57645	1544
117143	296
387597	0
84944	0
10223	0
92235	0
101928484	0
5451	225
919	0
8804	4223
92241	0
100189211	0
100189019	0
9019	9646
55811	21
25874	6713
55827	3363
100313835	0
23432	1065
261726	1629
375035	159
84832	115
9095	61
693142	0
100505918	0
101928565	0
6846	0
6375	0
1805	0
79100	0
101978719	0
101928596	45
481	601
29922	371
8548	1486
57821	75
10560	1034
2153	0
6403	0
6402	24
6401	0
92342	159
55732	195
57147	258
22920	1649
149281	0
100423010	0
100422839	0
284688	0
101928650	12
92344	234
5396	10536
80133	28
2328	7
100302178	0
100847009	0
388714	0
2327	0
2326	0
2329	104
7151	4
23215	4698
4653	16226
8674	602
51603	2061
26052	79
100874284	0
100628315	108
406996	0
100422882	0
406977	0
102724541	0
92346	0
5279	621
51430	2667
356	0
8995	0
7292	67
100506023	41
101928673	12
9588	11299
284525	0
730159	0
339416	42
27252	1267
91687	311
55157	836
100506046	0
60674	2283
26769	4
26802	16
26774	74
26770	4
692198	4
26806	17
692197	12
692196	10
692195	0
619498	11
84614	65
462	1
149041	743
102724601	0
9910	1130
9293	0
101928696	0
27101	2706
63931	1081
63923	0
9674	396
7143	1
101928727	0
101928751	0
64326	1172
677679	0
60676	320
460	16
574441	0
57795	0
102724661	0
101928778	0
89866	170
730102	178
100302401	80
9462	2091
400797	7
84066	0
105373472	2
400798	10
100616328	0
55103	730
9068	12
9917	3703
64222	1231
27	3700
6646	2206
126859	0
7827	0
163589	0
148753	0
163590	3723
26092	3672
9857	905
5768	35401
200058	1282
89884	11
100527964	28
84320	979
100423032	0
148756	0
9213	760
57710	123
10228	1648
3140	2051
51278	1552
101928973	1
100287948	0
777	8
127665	0
400799	0
2752	5304
127670	0
388719	0
353299	0
6041	336
6004	36
284648	0
85397	0
80896	52
1660	5752
81626	0
3915	36269
3918	4686
23057	77
284649	20
9887	2504
4688	73
10092	12128
23179	2049
403314	0
23127	195
116461	722
102724846	0
81563	2163
80267	2593
116496	4460
101929069	0
6045	521
81627	812
54823	193
10625	3565
100288079	0
101929093	0
83872	3747
10216	119
7175	3924
54953	980
10896	2
102724919	0
5132	4
5743	3768
103752588	15
5321	4107
104169671	0
101929766	0
339479	0
101929120	1
440704	0
64407	7
431704	0
5996	0
6003	0
100616345	49
5997	264
102724954	0
51377	894
6738	963
51022	825
79577	1951
100302163	0
8707	0
101929184	6
343450	102
100616363	0
3075	4188
10878	0
3078	30
10877	0
3080	0
81494	0
2165	0
259266	483
360023	882
23418	38
163486	287
388722	164
56956	0
140609	7616
127124	0
5788	2
100131234	5
406955	0
406995	0
102800316	0
104266961	0
400800	0
2494	2
554279	4
23528	859
9928	173
83479	427
101929224	6
23271	2450
2848	0
55765	0
23046	32
779	0
647219	0
252839	3824
91156	4
5317	15
7139	0
3898	2
7135	0
23612	12770
1465	31116
376693	14
89796	5449
100873949	0
100847050	0
100302158	0
55705	3282
102466724	0
149345	3911
25802	3967
10440	6584
6051	3964
102465443	1
1999	2
9283	0
127829	3751
5778	3
148713	6
59352	4
29089	521
4660	531
127833	12
10765	2549
100506696	107
641515	7
148709	18
5877	1121
59349	1670
51094	5221
51706	11025
100506747	5
92703	1960
8497	237
4656	0
134	568
4608	0
1116	64
1118	0
100506775	0
730227	0
7832	798
2331	2131
5549	396
26254	4
493	16951
677843	2
84719	0
54900	0
9877	3844
100381270	179
6635	1334
284573	0
9580	285
55224	179
101929441	0
5972	2
3814	45
127845	2
22874	41
127841	2
84919	1478
5287	425
100189122	0
100189425	0
4194	359
10446	176
23114	13046
6900	0
388730	91
5929	921
25778	1308
9911	696
81788	263
55220	2
284576	0
93273	0
101669762	4
105371697	0
442891	0
100189098	0
5129	468
284578	0
148808	10
2005	1000
85414	312
64710	7200
8934	2752
254428	2226
148811	0
284581	54
115019	0
103021296	0
103021295	2
338382	138
1510	0
440712	0
553	0
729533	51
23380	1732
9641	444
102466202	0
83593	141
1939	1114
8444	1305
9261	4982
3586	0
29949	1
50604	0
11009	0
9214	12
5284	0
83953	0
79098	0
5208	887
55432	441
725	2
722	0
1604	2898
1380	0
1378	0
1379	0
4179	7982
407026	29
407025	8
148696	10
947	8
105372883	3
5362	1989
642587	0
406988	0
57172	42
3914	723
100422894	0
50486	114
3290	14
80342	23
148304	88
3664	23
27042	1489
255928	368
574036	53
56256	23
105373474	2
55733	448
3756	30
55758	719
7188	865
84791	170
343035	2
7779	894
4751	125
9926	2390
102723727	0
25896	733
51514	390
100131205	45
100422947	0
101929541	0
5525	947
692157	0
55248	702
29937	2613
101929565	0
467	185
149647	0
55509	42
25936	903
128387	388
149643	4
642946	101
28982	464
79805	16
90806	485
26750	1213
100505832	1
100861504	0
5629	58
105372911	0
56950	1260
5784	4145
1063	1173
3776	1054
101929612	0
51133	1123
7399	2
102723833	0
2104	8
55105	413
128153	14
103752555	0
100885798	0
101929631	0
51018	777
728463	0
7042	2453
103611157	0
643723	517
127018	907
102723886	4
55532	1
2058	8111
10380	1906
55699	5269
406997	0
406969	0
25782	2534
100302234	0
677818	0
6791	28
4139	550
79762	52
54996	292
64757	195
101929730	45
100873924	18
105373280	0
3142	947
400804	18
11221	1232
101929771	15
100189378	0
79802	27
9015	131
100506161	20
375056	2865
64853	1815
148362	1940
400823	0
84976	499
7100	16
55061	38
164127	0
388743	0
824	44310
7159	1925
105369195	113
441124	11
23219	1352
8560	9540
101927143	0
101927164	2
4931	647
100313769	0
29097	1697
80232	5066
100616468	0
149111	322
127602	229
3930	623
55740	11607
6726	6556
2052	4626
9725	2077
10637	1
29920	2923
102466270	0
7044	71
163859	746
3020	4642
64746	3917
83881	0
286826	130
142	4056
375057	0
3707	1791
100506443	0
